1, 0, 0, -2.25, 0, 0, 0, 1
2, -0.000159177, -0.00418238, -2.24812, -0.000143333, 0.000420643, -5.01821e-05, 1
3, -0.00201516, 0.00190239, -2.2481, 0.00196615, -0.000184196, -0.000417856, 0.999998
4, -0.00288074, 0.000267816, -2.24919, 0.000832594, -0.00132007, 2.30925e-05, 0.999999
5, -0.00104239, -0.00606178, -2.24611, -0.000196854, -0.00241902, 0.0011491, 0.999996
6, 0.00172458, 0.00394018, -2.24696, 0.002382, -0.00346411, 0.000688332, 0.999991
7, 0.0017324, 0.0139105, -2.25006, 0.00325917, -0.0030702, 0.000231514, 0.99999
8, -0.000484526, 0.0118622, -2.25094, 0.000958858, -0.00207275, 0.000329336, 0.999997
9, -0.001339, 0.00802044, -2.24796, -0.000350534, -0.00183525, 0.00152293, 0.999997
10, -0.00325928, 0.0151455, -2.24983, 0.000862496, -0.0018706, 0.00179725, 0.999996
11, -0.00349414, 0.0116207, -2.25104, -0.000842985, -0.00242118, 0.0020313, 0.999995
12, -0.00284982, 0.00135944, -2.24807, -0.0025168, -0.00330303, 0.0028166, 0.999987
13, -0.000889765, 0.00378426, -2.24803, -0.000806451, -0.00395044, 0.00268041, 0.999988
14, 0.00172322, 0.0112754, -2.25075, 0.000999924, -0.00487723, 0.00218676, 0.999985
15, 0.00444282, 0.00953023, -2.25093, 2.97637e-05, -0.00536581, 0.00171451, 0.999984
16, 0.00548133, 0.0082118, -2.25063, -0.000130907, -0.00522568, 0.00186191, 0.999985
17, 0.00529976, 0.0119963, -2.25249, 0.000342191, -0.00554454, 0.00162397, 0.999983
18, 0.00450681, 0.0108588, -2.25384, -0.000429671, -0.00538119, 0.00160776, 0.999984
19, 0.00489674, 0.00668687, -2.25362, -0.00156977, -0.00566935, 0.00224398, 0.99998
20, 0.00441243, 0.00803825, -2.25624, -0.00103359, -0.00558608, 0.00329662, 0.999978
21, 0.00678627, 0.00481857, -2.25599, -0.0010635, -0.00557157, 0.00424886, 0.999975
22, 0.00648214, 0.00252877, -2.25554, -0.000943853, -0.00517579, 0.0045873, 0.999976
23, 0.00963883, 0.00805472, -2.25956, 0.00110184, -0.00330335, 0.0051246, 0.999981
24, 0.0123872, 0.00720352, -2.25942, 0.000724648, -0.00218331, 0.00557316, 0.999982
25, 0.0117864, 0.00976932, -2.26262, 0.00142532, -0.000400874, 0.00563088, 0.999983
26, 0.0106618, 0.0109112, -2.26341, 0.00181388, 0.00153558, 0.00538457, 0.999983
27, 0.0126499, 0.0146347, -2.26594, 0.00272454, 0.00281843, 0.00567322, 0.999976
28, 0.0117176, 0.0167756, -2.26735, 0.0028419, 0.00478102, 0.00550047, 0.999969
29, 0.0120198, 0.0188927, -2.26841, 0.00303581, 0.00707978, 0.00625578, 0.999951
30, 0.0169284, 0.0178328, -2.2689, 0.00263036, 0.00854155, 0.00655255, 0.999939
31, 0.0222, 0.0166922, -2.27031, 0.0024157, 0.0102328, 0.00707724, 0.99992
32, 0.0230062, 0.0134652, -2.2714, 0.00130305, 0.0129715, 0.00777535, 0.999885
33, 0.0246836, 0.00959563, -2.27148, 0.000368348, 0.0155832, 0.00896751, 0.999838
34, 0.0328128, 0.00710212, -2.27381, -0.000148311, 0.0202956, 0.0102204, 0.999742
35, 0.0314411, 0.00854521, -2.27537, 0.000332366, 0.0237712, 0.0100015, 0.999667
36, 0.0307497, 0.0109584, -2.27884, 0.000399735, 0.0271273, 0.00980919, 0.999584
37, 0.0341427, 0.0118937, -2.28104, 4.63374e-05, 0.0305194, 0.00963728, 0.999488
38, 0.0335416, 0.0118042, -2.28127, -0.000155313, 0.0342443, 0.00953723, 0.999368
39, 0.0341269, 0.0111019, -2.28222, -0.000172107, 0.0376589, 0.00988688, 0.999242
40, 0.037098, 0.0108418, -2.28305, -0.000242816, 0.0406225, 0.0111778, 0.999112
41, 0.0421449, 0.00908305, -2.28366, -0.00141849, 0.0470772, 0.0126168, 0.998811
42, 0.0427921, 0.00926136, -2.28491, -0.00160793, 0.0506096, 0.0129305, 0.998634
43, 0.0445102, 0.00945931, -2.28643, -0.00187977, 0.0539145, 0.0134512, 0.998453
44, 0.0464578, 0.00857113, -2.28661, -0.00224503, 0.0573286, 0.0138159, 0.998257
45, 0.0480877, 0.00700915, -2.28776, -0.00258541, 0.0608208, 0.0152055, 0.99803
46, 0.0495234, 0.00634341, -2.28841, -0.00295052, 0.0641417, 0.0162685, 0.997804
47, 0.0511995, 0.00395297, -2.2888, -0.00408814, 0.067503, 0.0169464, 0.997567
48, 0.0530104, 0.00288032, -2.28858, -0.00462703, 0.0710131, 0.0174879, 0.997311
49, 0.0542522, 0.00555233, -2.29045, -0.00396949, 0.0744152, 0.0183168, 0.997051
50, 0.049305, 0.00327609, -2.29246, -0.00499573, 0.0785638, 0.0186853, 0.996721
51, 0.0484279, -0.00106931, -2.29154, -0.00620073, 0.0823509, 0.0192776, 0.996398
52, 0.0486239, 0.00143042, -2.29179, -0.0052158, 0.0859136, 0.019655, 0.996095
53, 0.0490097, 0.00597427, -2.29409, -0.00438468, 0.0892715, 0.0199365, 0.995798
54, 0.0494322, 0.00473201, -2.29362, -0.00518868, 0.0931989, 0.0206988, 0.995419
55, 0.0503206, 0.00259481, -2.29355, -0.00565256, 0.0968902, 0.0212345, 0.995052
56, 0.0518612, 0.00359917, -2.29443, -0.00533846, 0.100294, 0.0218996, 0.994702
57, 0.0523241, 0.00654953, -2.29672, -0.00509351, 0.103893, 0.0226283, 0.994318
